Geneid	gene_name	Cell1Fungi3	Cell1Fungi1	Naive1	Cell2Bug2	Naive2	Cell2Fungi1	Cell1Bug2	Cell2Fungi2	Cell1Fungi2	Naive3	Cell2Bug3	Cell1Bug3	Naive4	Cell2Fungi3	Cell1Bug1	Cell2Bug1
ENSMUSG00000042801	Olfr769	0	0	0	1	1	0	0	0	2	0	0	0	2	0	0	0
ENSMUSG00000047868	Olfr770	0	0	0	0	2	0	0	0	0	0	0	0	5	0	0	0
ENSMUSG00000061367	Olfr771	0	0	2	0	5	0	0	0	0	0	0	0	8	0	0	0
ENSMUSG00000084732	Gm25807	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0
ENSMUSG00000094944	Olfr772	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0
ENSMUSG00000096000	Olfr773	0	0	0	0	6	0	0	0	0	0	0	0	6	0	0	0
ENSMUSG00000096229	Olfr774	0	0	1	0	7	0	0	0	0	0	0	0	3	0	0	0
ENSMUSG00000096220	Olfr775	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0
ENSMUSG00000095483	Olfr776	0	1	2	0	3	0	0	0	0	0	0	0	4	0	0	0
ENSMUSG00000062914	Olfr777	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
ENSMUSG00000077280	Gm25764	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000044537	Olfr779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000049573	Olfr780	1	0	1	0	1	0	0	0	0	0	0	0	7	0	0	0
ENSMUSG00000095138	Olfr781	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
ENSMUSG00000095075	Olfr782	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094347	Olfr784	0	0	3	0	2	0	0	0	0	0	1	0	9	0	0	0
ENSMUSG00000095696	Olfr786	0	0	2	0	3	0	0	0	1	0	0	0	2	0	0	0
ENSMUSG00000096497	Olfr787	0	1	0	0	5	0	0	0	0	0	0	0	8	0	0	0
ENSMUSG00000049217	Olfr788	0	0	1	0	1	0	0	0	0	1	0	0	4	0	0	0
ENSMUSG00000044025	Olfr790	0	0	1	0	1	0	0	0	0	0	0	0	2	0	0	0
ENSMUSG00000047626	Olfr791	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000094496	Olfr792	0	0	1	0	2	0	0	0	0	0	0	0	3	0	0	0
ENSMUSG00000044293	Olfr794	0	0	0	0	3	0	0	0	0	0	0	0	9	1	0	0
ENSMUSG00000076964	Gm23252	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000052012	Olfr796	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0
ENSMUSG00000095002	Olfr798	0	0	0	0	3	0	0	0	0	0	0	0	7	0	0	0
ENSMUSG00000094734	Olfr799	1	0	0	0	3	0	0	0	1	0	1	0	3	0	0	0
ENSMUSG00000063452	Olfr800	0	0	1	0	3	0	0	0	0	0	0	0	2	0	0	0
ENSMUSG00000058513	Olfr801	1	0	13	0	23	1	0	0	0	2	0	0	51	0	0	0
ENSMUSG00000093866	Olfr802	0	0	2	0	2	0	0	0	0	0	0	0	4	0	0	0
ENSMUSG00000046041	Olfr803	0	0	0	0	2	0	0	0	1	0	0	0	1	0	0	0
ENSMUSG00000088147	Gm24717	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095401	Olfr804	0	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0
ENSMUSG00000096858	Olfr805	0	0	3	0	1	0	0	0	0	0	0	0	9	0	0	0
ENSMUSG00000094702	Gm24485	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000071065	Olfr806	0	0	0	0	1	0	0	0	0	0	0	0	4	1	0	0
ENSMUSG00000050478	Olfr807	0	0	0	0	2	0	0	0	1	1	0	0	4	0	0	0
ENSMUSG00000049894	Olfr808	0	0	2	0	3	0	0	0	0	0	0	0	8	0	0	0
ENSMUSG00000050251	Olfr809	0	0	1	0	3	0	0	0	0	0	0	0	9	0	0	0
ENSMUSG00000069421	Olfr810	0	0	1	0	0	0	0	0	0	1	0	0	9	1	0	0
ENSMUSG00000063173	Olfr811	0	0	2	0	6	0	0	0	0	1	0	0	7	0	0	0
ENSMUSG00000049052	Olfr812	0	0	2	0	3	0	0	1	1	0	0	0	2	0	0	0
ENSMUSG00000052818	Olfr813	0	0	1	0	6	0	0	0	1	0	0	0	5	0	0	0
ENSMUSG00000059134	Olfr814	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0
ENSMUSG00000061961	Olfr815	1	0	3	0	4	1	0	0	0	1	0	0	10	0	0	0
ENSMUSG00000063715	Olfr816	0	0	3	0	1	0	0	0	1	0	0	0	15	0	0	0
ENSMUSG00000058071	Olfr818	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0
ENSMUSG00000094295	Olfr819	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000095608	Olfr247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094632	Gm10310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048745	Olfr820	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000044897	Olfr821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000058251	Olfr822	1	0	1	0	1	0	0	0	0	0	0	0	10	0	0	0
ENSMUSG00000096747	Olfr823	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000098216	Gm5181	0	1	0	0	3	1	0	0	2	2	0	0	5	0	0	0
ENSMUSG00000095804	Olfr824	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000058084	Olfr825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000059862	Olfr826	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000045559	Olfr827	0	1	1	0	4	0	0	0	0	0	0	0	6	0	0	0
ENSMUSG00000048015	Neurod4	1	0	2	1	4	0	0	0	0	0	0	0	9	0	0	0
ENSMUSG00000034833	Tespa1	14	4	60	24	80	25	40	15	7	94	16	23	80	24	27	34
ENSMUSG00000070601	Vmn2r84	0	1	3	1	5	2	0	0	0	2	0	0	11	1	1	1
ENSMUSG00000040540	Gm9770	3	2	1	0	2	1	0	1	4	0	0	1	0	2	0	0
ENSMUSG00000092048	Vmn2r85	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0
ENSMUSG00000092162	Vmn2r86	0	1	2	0	4	0	0	1	0	0	0	0	5	0	0	0
ENSMUSG00000091511	Vmn2r87	0	0	0	0	1	0	0	0	1	0	0	0	4	0	0	0
ENSMUSG00000096766	Gm23793	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093816	Gm26445	2	2	4	3	1	5	8	4	3	5	2	1	2	2	4	2
ENSMUSG00000096755	Gm20746	779	754	29	21	21	498	116	72	121	26	69	116	33	95	110	71
ENSMUSG00000082286	Pisd-ps1	2423	2168	637	642	882	1656	2270	1398	2574	758	725	1489	897	1499	1682	738
ENSMUSG00000023764	Sfi1	2181	1945	1545	4658	1537	1450	2698	1329	2144	940	1874	1888	2632	1338	1872	2061
ENSMUSG00000087111	Gm11399	4	5	3	0	8	4	0	4	2	1	1	1	11	2	3	1
ENSMUSG00000081208	Gm11400	117	111	122	12	195	67	119	84	110	35	37	79	301	68	91	51
ENSMUSG00000020457	Drg1	2684	2264	2592	1797	4224	3637	1738	3644	2232	3327	2464	2383	2345	3479	1694	2191
ENSMUSG00000086049	Gm12735	13	16	82	4	89	10	4	10	20	9	3	5	200	14	4	0
ENSMUSG00000082658	Fau-ps2	15	12	77	5	166	5	7	3	10	18	1	3	312	8	10	2
ENSMUSG00000020454	Eif4enif1	996	866	1171	752	1354	952	829	914	928	1277	797	929	1065	862	882	783
ENSMUSG00000020453	Patz1	419	392	211	172	247	278	299	276	435	269	185	308	242	282	215	170
ENSMUSG00000053263	Gm12592	8	4	3	0	7	4	1	1	5	3	0	2	5	4	1	0
ENSMUSG00000084941	Gm11944	7	7	7	2	9	10	7	6	9	22	5	14	17	7	10	1
ENSMUSG00000034614	Pik3ip1	81	98	74	75	88	57	125	68	91	49	38	87	75	61	88	85
ENSMUSG00000020451	Limk2	975	868	764	928	1122	1148	598	1148	920	828	921	742	700	1066	554	801
ENSMUSG00000087055	Gm11948	0	1	2	2	3	4	0	1	1	4	1	1	4	1	1	0
ENSMUSG00000020448	Rnf185	1382	1272	1221	1220	1951	1926	1250	1689	1427	1465	1466	1273	1300	1596	1172	1397
ENSMUSG00000034587	8430429K09Rik	68	43	34	37	28	32	52	42	65	30	43	39	36	27	47	26
ENSMUSG00000081059	Gm11945	2	2	2	4	3	0	1	0	2	0	1	0	0	0	1	0
ENSMUSG00000088519	Gm24439	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000034579	Pla2g3	1	2	1	11	11	1	20	3	3	1	6	4	10	5	23	18
ENSMUSG00000034570	Inpp5j	30	23	2	37	3	5	91	5	36	1	28	57	4	12	148	35
ENSMUSG00000075702	Selm	331	287	26	315	38	85	601	59	293	40	193	401	35	74	509	308
ENSMUSG00000020439	Smtn	37	54	36	29	40	25	56	10	50	47	40	44	54	19	34	32
ENSMUSG00000087291	Gm11946	1	0	1	4	1	0	2	1	0	0	0	1	1	0	0	2
ENSMUSG00000084962	Gm11947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084211	Gm11949	1	0	3	0	0	1	1	1	0	3	0	2	3	0	0	0
ENSMUSG00000084310	Gm11950	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0
ENSMUSG00000079889	Gm11951	1	0	0	0	0	0	1	0	1	0	1	0	3	0	0	1
ENSMUSG00000056579	Tug1	1507	1360	1263	693	1813	1711	904	1665	1456	1417	935	1306	1596	1592	835	939
ENSMUSG00000099081	Gm27624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098265	Gm27517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098503	Gm27937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098948	Gm27640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000034543	Morc2a	742	645	858	1009	1207	758	815	768	764	951	835	896	827	760	800	967
ENSMUSG00000088250	Gm26393	0	0	0	0	1	0	0	0	1	1	0	1	2	0	1	0
ENSMUSG00000083015	Gm16518	1	2	7	5	7	2	3	1	0	12	3	0	14	1	1	3
ENSMUSG00000020435	Osbp2	5	7	16	3	24	0	2	0	6	0	1	1	48	3	7	4
ENSMUSG00000088352	Gm24013	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0
ENSMUSG00000084077	Gm11952	1	0	4	1	5	0	1	1	0	4	2	1	18	0	1	0
ENSMUSG00000020434	4921536K21Rik	8	23	9	7	14	19	12	17	9	11	12	16	15	8	16	16
ENSMUSG00000047205	Dusp18	716	715	737	758	614	730	682	739	709	650	759	738	1008	683	740	827
ENSMUSG00000048807	Slc35e4	1566	1461	839	1557	829	1172	1581	1116	1477	795	1469	1324	721	1166	1820	1697
ENSMUSG00000020432	Tcn2	4715	4304	2513	1478	2928	4359	3762	3980	4634	2504	4438	4556	2054	4079	3846	3028
ENSMUSG00000034493	4930556J24Rik	4	1	2	0	7	0	3	1	2	2	0	2	9	5	0	0
ENSMUSG00000082816	Gm11953	6	7	8	1	24	10	6	5	10	15	7	8	17	6	5	1
ENSMUSG00000020430	Pes1	3087	2907	2671	2153	3512	3277	2526	3004	2994	2979	2552	2581	2408	3057	2302	2572
ENSMUSG00000049721	Gal3st1	2	0	4	0	8	1	5	0	2	6	0	3	17	0	5	0
ENSMUSG00000084170	Gm11954	0	1	6	1	4	0	2	1	1	0	0	1	1	1	0	0
ENSMUSG00000019368	Sec14l4	4	5	6	4	9	4	13	0	7	0	4	7	21	2	6	5
ENSMUSG00000054986	Sec14l3	35	35	55	59	62	48	136	29	32	22	43	134	80	24	136	67
ENSMUSG00000004748	Mtfp1	341	279	434	533	617	592	522	528	328	612	658	499	443	553	387	679
ENSMUSG00000003585	Sec14l2	92	77	1421	187	2035	725	169	709	94	1841	223	131	1356	750	129	261
ENSMUSG00000082364	Gm11955	2	1	2	0	1	0	1	2	0	6	0	0	9	3	3	1
ENSMUSG00000083838	Gm11957	1	6	1	0	2	3	3	1	2	5	1	3	3	2	5	1
ENSMUSG00000003581	Rnf215	1481	1327	1012	1208	1131	1185	1430	1139	1575	1157	1285	1326	838	1093	1251	1260
ENSMUSG00000093080	Mir3060	10	7	2	0	2	3	8	2	6	2	0	3	2	7	6	1
ENSMUSG00000051427	Ccdc157	78	72	51	32	87	85	76	78	84	63	52	62	81	65	55	40
ENSMUSG00000002129	Sf3a1	1565	1399	1664	2182	1487	1382	1289	1452	1622	1566	1853	1445	1300	1412	1135	1989
ENSMUSG00000034412	Tbc1d10a	1212	1150	421	1215	717	1113	1315	1110	1321	487	1045	1222	523	1061	1112	1071
ENSMUSG00000020424	Gatsl3	423	415	248	82	285	464	204	426	390	242	223	283	267	440	258	169
ENSMUSG00000084012	Gm11956	17	11	122	26	23	9	20	14	9	21	30	17	75	8	23	22
ENSMUSG00000058755	Osm	28113	24108	20174	30044	28948	23264	14811	23159	24747	20375	28037	16328	23403	22174	15050	29395
ENSMUSG00000034394	Lif	349	321	203	113	376	373	61	372	387	379	164	70	352	385	132	175
ENSMUSG00000085559	Gm11959	0	0	2	0	1	0	0	0	0	1	0	0	3	0	0	0
ENSMUSG00000085512	Gm11958	0	1	0	0	2	0	0	0	0	0	0	0	3	0	0	0
ENSMUSG00000065627	Gm24803	1	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0
ENSMUSG00000020419	Hormad2	5	4	3	1	11	1	1	2	2	0	3	4	9	0	0	2
ENSMUSG00000034354	Mtmr3	4254	3472	3340	4740	5732	4677	3308	4576	4135	3597	5147	4223	2753	4425	3165	4892
ENSMUSG00000081974	Gm11960	82	78	46	19	117	126	56	125	78	97	47	86	69	114	54	32
ENSMUSG00000079010	Gm11032	1	0	3	0	0	0	0	0	0	0	0	0	6	0	0	0
ENSMUSG00000056288	Gm11961	1	0	5	0	10	2	0	0	0	2	0	0	18	0	0	0
ENSMUSG00000020412	Ascc2	1739	1574	1293	1515	1577	1885	1331	1709	1737	1433	1591	1459	1247	1831	1268	1567
ENSMUSG00000059534	Uqcr10	4137	3971	3739	15199	2232	4294	6837	4281	3718	3267	9781	5200	2527	4497	5488	11761
ENSMUSG00000009076	Zmat5	218	222	273	76	182	198	295	182	261	267	164	245	188	194	249	160
ENSMUSG00000009075	Cabp7	5	4	1	0	1	0	0	0	6	0	1	0	4	1	0	0
ENSMUSG00000009073	Nf2	1313	1184	943	636	1042	1053	929	979	1399	1027	745	1017	846	908	899	685
ENSMUSG00000034285	Nipsnap1	117	110	80	44	111	99	53	95	117	92	71	96	77	99	65	57
ENSMUSG00000098296	Mir6918	0	0	2	1	0	1	1	1	0	0	0	0	2	0	1	0
ENSMUSG00000034274	Thoc5	1493	1318	1117	1147	1825	1687	1027	1514	1404	1587	1279	1154	1220	1509	1041	1215
ENSMUSG00000084381	AA413626	17	26	11	4	12	16	11	20	24	12	4	6	9	15	2	3
ENSMUSG00000020396	Nefh	2	2	2	4	14	3	3	2	6	4	0	1	27	1	7	10
ENSMUSG00000009090	Ap1b1	3200	3075	1208	1652	1548	1683	3020	1485	3681	1123	1521	2981	1097	1611	2226	1680
ENSMUSG00000104880	AL645522.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088634	Gm24958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000034201	Gas2l1	1565	1527	2876	2484	2178	1800	2039	1748	1717	2742	1861	1547	2041	1762	1696	2495
ENSMUSG00000034209	Rasl10a	18	10	28	21	20	19	30	15	7	39	10	23	15	10	26	26
ENSMUSG00000009079	Ewsr1	8136	7266	6215	6817	7025	7149	8262	6493	7802	7189	6070	7561	6979	6529	6780	5808
ENSMUSG00000034175	Rhbdd3	712	684	307	391	294	631	520	496	728	300	453	478	250	613	535	424
ENSMUSG00000034164	Emid1	4	7	4	24	14	8	21	1	7	3	13	20	14	6	31	30
ENSMUSG00000020393	Kremen1	513	488	190	218	284	435	426	378	648	204	378	491	211	382	415	295
ENSMUSG00000064632	Gm25142	1	0	3	0	0	1	0	0	1	0	0	0	3	0	0	0
ENSMUSG00000041961	Znrf3	284	262	92	253	73	164	211	155	276	88	232	233	142	141	178	194
ENSMUSG00000085232	Gm11962	6	3	8	0	6	5	4	2	1	10	2	3	1	5	7	4
ENSMUSG00000085189	Gm11963	4	8	17	10	13	10	14	9	9	20	3	6	21	6	5	4
ENSMUSG00000020484	Xbp1	8644	7680	21766	12373	24097	14390	9140	13829	8207	22768	11015	8641	15970	13000	8084	13239
ENSMUSG00000020482	Ccdc117	974	863	1121	1248	2579	1329	952	1272	895	2267	1319	1319	1080	1267	922	1461
ENSMUSG00000077304	Gm22471	0	0	1	0	2	0	0	0	0	0	0	0	9	0	0	0
ENSMUSG00000020481	Ankrd36	3	3	17	0	13	0	0	0	2	0	0	0	41	0	0	0
ENSMUSG00000081021	Gm11964	5	6	5	5	10	4	1	5	2	10	7	3	21	5	5	7
ENSMUSG00000081691	Gm11965	0	1	0	0	1	0	1	0	0	1	2	1	0	0	1	1
ENSMUSG00000020477	Mrps24	958	902	1437	1059	666	873	1395	861	889	1156	1323	921	836	914	1178	1290
ENSMUSG00000049680	Urgcp	1169	1112	741	908	994	1383	1128	1233	1253	791	968	1076	599	1327	1101	1135
ENSMUSG00000083844	2210015D19Rik	647	575	537	863	556	675	651	745	573	569	860	612	428	673	559	876
ENSMUSG00000020476	Dbnl	4152	3664	2700	4258	3943	4232	3118	4074	4087	3472	3947	3274	2833	4254	3264	4011
ENSMUSG00000020475	Pgam2	40	17	28	4	36	30	24	23	37	35	13	23	32	34	29	10
ENSMUSG00000080904	Gm11966	10	10	32	26	8	7	17	13	9	21	20	18	20	13	13	28
ENSMUSG00000020474	Polm	435	375	202	209	246	401	421	334	482	258	247	325	204	340	348	225
ENSMUSG00000020473	Aebp1	11	8	10	15	12	8	48	6	14	4	9	30	19	7	54	14
ENSMUSG00000020471	Pold2	628	559	374	273	531	565	464	539	542	518	353	408	345	594	409	430
ENSMUSG00000020469	Myl7	0	0	3	3	6	0	5	1	0	0	0	1	9	0	2	6
ENSMUSG00000041798	Gck	0	0	0	0	2	0	1	0	2	0	0	0	2	0	0	0
ENSMUSG00000084819	Gm11967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000002741	Ykt6	5042	4397	2802	6926	4565	5879	4986	5552	4761	3697	7910	5733	2716	5589	4896	8226
ENSMUSG00000057897	Camk2b	51	50	38	74	39	27	97	24	55	12	26	55	44	22	48	52
ENSMUSG00000053838	Nudcd3	3505	3260	2245	2372	3351	4052	2209	3867	3476	2638	2665	2375	2042	3838	2047	2588
ENSMUSG00000083022	Rps15a-ps6	242	145	429	611	206	184	308	221	178	238	401	321	192	159	325	395
ENSMUSG00000083209	Gm11969	14	13	4	0	5	9	10	13	14	5	2	12	11	7	8	1
ENSMUSG00000096923	A730071L15Rik	1	1	5	2	7	1	0	1	1	0	0	1	12	0	0	0
ENSMUSG00000020447	Npc1l1	3	4	17	5	16	2	3	2	2	5	4	1	19	2	2	1
ENSMUSG00000081153	Gm11401	0	0	5	0	2	1	0	0	0	1	2	0	9	0	1	1
ENSMUSG00000004393	Ddx56	976	912	751	1078	828	1034	814	952	917	757	879	699	730	1008	712	996
ENSMUSG00000004394	Tmed4	3128	2877	1706	2504	2630	3374	2498	3376	2923	2127	2834	2722	1710	3241	2595	2977
ENSMUSG00000077524	n-R5s67	0	2	0	0	2	0	0	1	0	0	0	1	2	0	0	1
ENSMUSG00000020456	Ogdh	11083	10380	7039	10462	8641	13186	10261	12229	12214	6318	11055	9412	5619	12665	10174	11213
ENSMUSG00000041164	Zmiz2	1644	1479	1547	1257	680	965	1741	930	1854	1024	1218	1333	920	934	1360	1264
ENSMUSG00000098516	Mir7651	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000071866	Ppia	11236	9494	10791	6214	8897	10472	9995	9908	10641	12327	9468	9537	6871	9214	9497	10932
ENSMUSG00000041126	H2afv	1853	1683	2246	2498	1981	1659	1826	1824	1681	2326	2588	1989	1795	1800	1549	3042
ENSMUSG00000079988	Gm11970	18	10	27	43	22	11	22	19	17	21	12	14	24	5	30	28
ENSMUSG00000083693	Gm11971	0	1	3	0	2	1	0	0	0	1	0	0	3	0	0	0
ENSMUSG00000084280	Gm11972	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0	1
ENSMUSG00000094483	Purb	8114	7371	9120	12741	8453	8386	7853	8496	7724	8784	8678	8174	7675	7562	6881	9109
ENSMUSG00000092885	Gm22123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000086839	Gm11973	23	12	39	38	29	15	25	17	18	34	17	11	28	9	21	38
ENSMUSG00000020437	Myo1g	8874	8145	5704	4166	8556	9740	7980	9014	9393	6700	6396	7555	5545	9187	8468	6321
ENSMUSG00000085156	Gm11974	688	626	373	926	301	500	687	431	678	372	792	659	390	448	735	839
ENSMUSG00000064513	Gm22457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088688	Gm24000	2	3	10	5	3	1	5	1	2	1	1	3	5	0	4	5
ENSMUSG00000000378	Ccm2	2644	2515	2458	1268	2260	2240	2586	2023	2602	2451	1783	2201	2021	2164	2369	1763
ENSMUSG00000084231	Gm11975	1	1	3	1	6	1	1	2	1	1	1	0	6	2	2	0
ENSMUSG00000041073	Nacad	18	7	13	5	13	8	11	13	23	9	8	16	6	9	9	5
ENSMUSG00000000384	Tbrg4	1156	1112	1111	1158	1219	1099	993	1000	1191	970	885	838	1085	1085	817	940
ENSMUSG00000064495	Gm24313	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000065686	Snora5c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000000381	Wap	1	0	0	0	4	0	0	0	0	1	0	0	9	0	0	0
ENSMUSG00000086373	Gm11978	0	0	8	0	9	0	1	0	0	0	1	1	13	0	0	0
ENSMUSG00000041046	Ramp3	34	32	11	85	26	27	140	15	46	6	82	144	20	16	407	160
ENSMUSG00000083075	Gm11980	0	0	0	0	2	0	0	0	0	1	0	1	5	0	1	0
ENSMUSG00000086808	Gm11981	0	0	2	0	3	0	0	0	1	0	0	0	4	0	1	0
ENSMUSG00000080833	Gm11976	0	0	0	0	2	0	0	0	0	0	0	0	5	0	0	0
ENSMUSG00000083819	Gm11977	1	0	0	0	1	1	0	2	1	0	0	0	1	0	0	0
ENSMUSG00000082579	Gm11979	1	1	2	1	2	1	1	0	1	1	0	0	13	0	3	0
ENSMUSG00000082897	Gm11982	0	1	2	0	1	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000099102	Gm11983	0	0	1	0	2	0	0	0	0	0	0	0	9	1	0	1
ENSMUSG00000082333	Gm11984	0	0	2	0	2	0	0	0	0	0	0	0	5	0	0	0
ENSMUSG00000020431	Adcy1	2	1	8	1	11	0	1	1	2	3	0	0	19	2	0	0
ENSMUSG00000087512	Gm11985	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000020429	Igfbp1	1	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0
ENSMUSG00000020427	Igfbp3	27	21	8	9	18	10	22	9	23	3	7	13	13	7	8	12
ENSMUSG00000087637	Gm11986	0	0	2	0	2	0	0	0	0	0	0	0	3	0	0	0
ENSMUSG00000098853	Gm27393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084318	Gm11987	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000089247	Gm24051	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082459	Gm11988	0	1	1	0	6	0	0	0	0	0	0	0	16	0	0	0
ENSMUSG00000083553	Gm11989	3	1	6	11	6	4	9	3	6	4	6	9	17	2	5	6
ENSMUSG00000020422	Tns3	6774	6067	309	13960	643	4425	6144	4864	6611	349	8261	7724	222	4228	6435	11841
ENSMUSG00000081539	Gm11990	1	1	8	0	9	0	0	0	0	2	0	0	14	0	0	0
ENSMUSG00000046634	Pkd1l1	6	1	15	0	24	1	0	3	4	0	0	0	44	0	0	0
ENSMUSG00000082095	Gm11991	0	2	5	1	12	3	0	2	1	2	0	7	7	5	0	0
ENSMUSG00000020413	Hus1	368	344	215	172	402	418	136	433	345	286	264	245	250	406	115	196
ENSMUSG00000040985	Sun3	0	0	6	0	3	0	0	0	2	0	0	1	8	0	0	0
ENSMUSG00000040978	Gm11992	11	5	0	4	11	7	1	5	5	3	6	5	5	7	3	6
ENSMUSG00000020407	Upp1	133	113	8	15	20	97	34	101	140	3	46	78	17	80	60	37
ENSMUSG00000101841	Gm11993	0	0	2	2	1	5	2	1	3	3	1	10	8	1	2	1
ENSMUSG00000004668	Abca13	12	18	23	6	53	0	5	1	12	5	7	11	98	2	18	7
ENSMUSG00000104137	Gm36954	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081629	Eif3s6-ps1	51	38	43	62	73	56	55	42	44	49	88	63	46	49	29	54
ENSMUSG00000082312	Gm11996	1	1	0	1	3	1	1	2	1	2	2	0	3	0	2	1
ENSMUSG00000084045	Gm11997	0	0	5	0	6	0	0	1	0	0	0	0	15	0	0	0
ENSMUSG00000050830	Vwc2	1	1	0	0	5	1	0	1	3	3	1	0	18	0	1	2
ENSMUSG00000088861	Gm23065	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
ENSMUSG00000020193	Zpbp	32	33	50	16	38	33	29	46	30	51	39	19	41	30	34	38
ENSMUSG00000082875	Gm12598	1	0	1	0	2	0	0	0	0	1	0	0	7	0	0	0
ENSMUSG00000064766	Gm26458	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000081325	Gm12599	5	4	22	2	43	4	6	1	2	2	4	3	71	2	3	2
ENSMUSG00000020191	4930415F15Rik	8	5	9	3	5	7	9	6	5	3	3	12	16	3	10	2
ENSMUSG00000087452	Gm11998	2	1	2	2	3	0	2	0	1	0	0	1	9	1	1	0
ENSMUSG00000062511	4930512M02Rik	0	0	3	0	4	0	0	1	0	0	0	0	9	0	0	0
ENSMUSG00000085652	Gm11999	0	0	2	0	0	1	1	0	1	0	1	0	1	0	0	0
ENSMUSG00000018654	Ikzf1	3703	3409	7245	3431	5960	4125	3012	3838	3758	6185	3397	3694	4626	3772	2593	3052
ENSMUSG00000073145	Gm12000	10	7	3	0	8	4	8	9	3	8	1	10	10	6	9	0
ENSMUSG00000035455	Fignl1	251	185	646	295	595	432	91	413	204	673	354	239	514	375	86	268
ENSMUSG00000020182	Ddc	5	9	35	1	29	5	4	3	8	6	1	3	77	4	0	7
ENSMUSG00000086391	1700042O10Rik	1	0	0	0	4	0	1	0	0	4	0	0	4	0	0	0
ENSMUSG00000087990	Gm25058	0	0	3	0	1	0	0	0	0	0	0	0	6	0	0	0
ENSMUSG00000020176	Grb10	24	16	21	24	68	10	33	10	36	16	13	34	108	19	16	28
